Timestamp,Power (w/kg),Form Power (w/kg),Air Power (w/kg),Watch Speed (m/s),Stryd Speed (m/s),Watch Distance (meters),Stryd Distance (meters),Stiffness,Stiffness/kg,Ground Time (ms),Cadence (spm),Vertical Oscillation (cm),Watch Elevation (m),Stryd Elevation (m),Ground Time Balance,Vertical Oscillation Balance,Leg Spring Stiffness Balance,Impact Loading Rate Balance,Vertical Ratio,Elapsed Time (s),Form Power,Leg Spring Stiffness,Power,accumulated_power,activity_type,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,power,run_score,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,timestamp,trail_score,vertical_oscillation,vertical_ratio,unknown_107,unknown_134,unknown_135,unknown_136,unknown_140,unknown_143,unknown_144,unknown_87,Air Power,Cadence,Ground Time,Impact Loading Rate,Stryd Humidity,Stryd Temperature,Vertical Oscillation,unknown_108,elapsed_seconds
1745263080,6.666666666666667,0.8933333333333333,0.5466666666666666,6.27,0,128.03999,0,15.625,0.2083333333333333,146,228,5.0,628.40002,0,49.43,0,0,0,3.0303030303030303,25,67,15.625,500,13641,running,94,128.04,628.4000000000001,6.27,0.5,134,422646139,-984252741,576,17.405963897705078,208.0,49.43,32.5,2287.0,34,2025-04-21 19:18:00,9.697126388549805,96.5,3.78,1,0.0,20,134,6187,60,144,,41.0,114.0,146.0,110.0,34.0,31.0,5.0,,25
1745263081,5.826666666666667,0.9466666666666668,0.5466666666666666,6.224,0,130.23,0,15.25,0.2033333333333333,146,212,5.875,628.20001,0,49.28,0,0,0,3.335206726047539,26,71,15.25,437,14321,running,89,130.23,628.2,6.224,0.5,138,422645958,-984252892,568,18.4742374420166,230.0,49.28,33.75,2207.0,34,2025-04-21 19:18:01,11.151694297790527,93.7,3.68,1,100.0,20,138,6141,60,148,61451.0,41.0,106.0,146.0,111.0,34.0,31.0,5.875,,26
1745263082,5.293333333333333,1.0,0.3866666666666666,6.009,0,132.08,0,14.375,0.1916666666666666,158,190,6.75,628.0,0,49.4,0,0,0,3.557162280378166,27,75,14.375,397,14759,running,86,132.08,628.0,6.009,0.5,138,422645868,-984253083,508,19.687761306762695,242.0,49.4,34.25,2178.0,34,2025-04-21 19:18:02,11.146123886108398,91.7,3.68,1,100.0,20,138,5929,60,147,44396.0,29.0,95.0,158.0,111.0,34.0,31.0,6.75,,27
1745263083,4.693333333333333,1.0,0.32,3.928,0,133.31,0,14.375,0.1916666666666666,172,190,6.75,627.79999,0,49.4,0,0,0,5.441705228874091,28,75,14.375,352,15033,running,84,133.31,627.8,3.928,0.5,138,422645755,-984253180,420,20.905588150024414,260.0,49.4,35.25,2178.0,34,2025-04-21 19:18:03,10.408223152160645,81.0,3.68,1,100.0,20,138,3876,60,149,29574.0,24.0,95.0,172.0,104.0,34.0,31.0,6.75,,28
1745263084,4.693333333333333,1.0,0.32,2.575,0,134.49001,0,14.375,0.1916666666666666,172,190,6.75,627.79999,0,49.56,0,0,0,8.30094938265532,29,75,14.375,352,15276,running,82,134.49,627.8,2.575,0.0,140,422645692,-984253283,335,20.987537384033203,287.0,49.56,36.75,2119.0,34,2025-04-21 19:18:04,12.036316871643066,84.7,3.78,1,100.0,20,140,2541,60,149,26191.0,24.0,95.0,172.0,104.0,34.0,31.0,6.75,,29
1745263085,4.173333333333333,1.0,0.32,2.081,0,135.42,0,13.25,0.1766666666666666,172,164,7.875,627.59998,0,0.0,0,0,0,10.343604696981638,30,75,13.25,313,15485,walking,77,135.42,627.5999999999999,2.081,0.5,142,422645642,-984253414,250,20.455059051513672,,,,1942.0,34,2025-04-21 19:18:05,16.547496795654297,83.7,3.9,1,100.0,20,142,2053,60,150,18858.0,24.0,82.0,172.0,102.0,34.0,31.0,7.875,,30
1745263086,3.653333333333333,0.9733333333333334,0.32,1.726,0,136.35001,0,12.875,0.1716666666666666,172,152,8.25,627.59998,0,0.0,0,0,0,12.108847531262844,31,73,12.875,274,15633,walking,61,136.35,627.5999999999999,1.726,0.0,143,422645586,-984253533,176,22.828615188598633,,,,1411.0,34,2025-04-21 19:18:06,19.2066593170166,81.0,4.28,1,100.0,20,143,1703,60,152,18695.0,24.0,76.0,172.0,100.0,34.0,31.0,8.25,,31
1745263087,3.16,0.9733333333333334,0.32,1.512,0,137.69,0,12.875,0.1716666666666666,172,152,8.25,627.59998,0,0.0,0,0,0,13.822800080423564,32,73,12.875,237,15728,walking,56,137.69,627.5999999999999,1.512,0.5,146,422645516,-984253696,138,23.078277587890625,,,,769.0,34,2025-04-21 19:18:07,22.726539611816406,55.5,4.68,1,100.0,20,146,1492,60,152,13118.0,24.0,76.0,172.0,98.0,34.0,31.0,8.25,,32
1745263088,2.7066666666666666,0.92,0.08,1.362,0,139.11,0,12.0,0.16,444,134,9.0,627.59998,0,0.0,0,0,0,14.75772730999426,33,69,12.0,203,15816,walking,55,139.11,627.5999999999999,1.362,0.5,148,422645436,-984253845,119,25.1600399017334,,,,644.0,34,2025-04-21 19:18:08,22.437854766845703,53.5,5.25,1,100.0,20,148,1344,60,154,11512.0,6.0,67.0,444.0,95.0,34.0,31.0,9.0,,33
1745263089,2.333333333333333,0.92,0.0666666666666666,1.362,0,140.25,0,12.0,0.16,508,134,9.0,627.40002,0,0.0,0,0,0,14.75772730999426,34,69,12.0,175,15901,walking,56,140.25,627.4000000000001,1.362,0.0,149,422645355,-984253948,101,30.13264274597168,,,,727.0,34,2025-04-21 19:18:09,15.08321475982666,53.5,6.12,1,,20,149,1344,60,155,0.0,5.0,67.0,508.0,95.0,34.0,31.0,9.0,,34
1745263090,2.0,0.8666666666666667,0.0666666666666666,1.344,0,141.35001,0,10.625,0.1416666666666666,508,122,10.0,627.40002,0,0.0,0,0,0,15.129050803352598,35,65,10.625,150,15985,walking,55,141.35,627.4000000000001,1.344,0.5,151,422645260,-984254078,101,33.18937683105469,,,,773.0,34,2025-04-21 19:18:10,15.08945369720459,54.5,6.34,1,100.0,20,151,1326,60,154,,5.0,61.0,508.0,90.0,34.0,31.0,10.0,,35
1745263091,1.72,0.8266666666666667,0.0666666666666666,1.344,0,142.44,0,9.875,0.1316666666666666,568,118,11.25,627.40002,0,0.0,0,0,0,16.462049488578995,36,62,9.875,129,16061,walking,55,142.44,627.4000000000001,1.344,0.5,154,422645180,-984254182,95,32.464847564697266,,,,764.0,34,2025-04-21 19:18:11,15.977696418762207,53.5,6.43,1,100.0,20,154,1326,60,154,0.0,5.0,59.0,568.0,90.0,34.0,31.0,11.25,,36
1745263092,1.72,0.8266666666666667,0.0533333333333333,1.166,0,143.94,0,9.875,0.1316666666666666,626,118,11.25,627.40002,0,0.0,0,0,0,18.975172041559844,37,62,9.875,129,16136,walking,55,143.94,627.4000000000001,1.166,0.5,154,422645083,-984254317,90,35.41292953491211,,,,741.0,34,2025-04-21 19:18:12,11.338298797607422,53.5,6.53,1,100.0,20,154,1112,60,154,0.0,4.0,59.0,626.0,90.0,34.0,31.0,11.25,,37
1745263093,1.4533333333333334,0.7466666666666667,0.0533333333333333,1.138,0,145.08,0,0.0,0.0,626,112,0.0,627.40002,0,0.0,0,0,0,0.0,38,56,0.0,109,16209,walking,55,145.08,627.4000000000001,1.138,0.5,154,422644993,-984254461,90,36.73902130126953,,,,717.0,34,2025-04-21 19:18:13,11.343986511230469,52.5,6.62,1,100.0,20,154,1085,60,154,0.0,4.0,56.0,626.0,0.0,34.0,31.0,0.0,,38
1745263094,1.4266666666666667,0.72,0.0533333333333333,1.129,0,146.49001,0,0.0,0.0,626,112,0.0,627.20001,0,0.0,0,0,0,0.0,39,54,0.0,107,16284,walking,56,146.49,627.2,1.129,0.0,153,422644903,-984254615,89,38.421443939208984,,,,666.0,34,2025-04-21 19:18:14,11.50341510772705,52.5,6.71,1,100.0,20,154,1077,60,153,0.0,4.0,56.0,626.0,0.0,34.0,31.0,0.0,,39
1745263095,1.44,0.72,0.0666666666666666,1.185,0,147.94,0,0.0,0.0,688,112,0.0,627.20001,0,0.0,0,0,0,0.0,40,54,0.0,108,16367,walking,56,147.94,627.2,1.185,0.0,153,422644808,-984254764,86,40.60015106201172,,,,701.0,34,2025-04-21 19:18:15,0.0,52.5,6.9,1,100.0,20,154,1130,60,153,7062.0,5.0,56.0,688.0,0.0,34.0,31.0,0.0,,40
1745263096,1.4533333333333334,0.72,0.08,1.316,0,149.42,0,0.0,0.0,690,112,0.0,627.20001,0,0.0,0,0,0,0.0,41,54,0.0,109,16456,walking,56,149.42,627.2,1.316,0.0,153,422644691,-984254915,87,40.18922805786133,,,,695.0,34,2025-04-21 19:18:16,0.0,53.5,7.12,1,,20,153,1254,60,153,0.0,6.0,56.0,690.0,0.0,34.0,31.0,0.0,,41
1745263097,1.4533333333333334,0.72,0.08,1.316,0,151.0,0,0.0,0.0,686,112,0.0,627.40002,0,0.0,0,0,0,0.0,42,54,0.0,109,16555,walking,56,151.0,627.4000000000001,1.316,0.5,153,422644624,-984255105,89,39.43941116333008,,,,700.0,34,2025-04-21 19:18:17,0.0,53.5,7.21,1,100.0,20,153,1254,60,153,6863.0,6.0,56.0,686.0,0.0,34.0,31.0,0.0,,42
1745263098,1.4666666666666666,0.72,0.08,1.353,0,152.19,0,0.0,0.0,686,112,0.0,627.59998,0,0.0,0,0,0,0.0,43,54,0.0,110,16659,walking,56,152.19,627.5999999999999,1.353,0.5,152,422644562,-984255241,91,38.71168899536133,,,,704.0,34,2025-04-21 19:18:18,0.0,53.5,7.21,1,100.0,20,153,1290,60,152,0.0,6.0,56.0,686.0,0.0,34.0,31.0,0.0,,43
1745263099,1.4666666666666666,0.72,0.08,1.362,0,153.28999,0,0.0,0.0,686,112,0.0,628.0,0,0.0,0,0,0,0.0,44,54,0.0,110,16765,walking,56,153.29,628.0,1.362,0.5,153,422644468,-984255296,94,37.940956115722656,,,,708.0,34,2025-04-21 19:18:19,0.0,54.5,7.21,1,100.0,20,152,1299,60,153,0.0,6.0,56.0,686.0,0.0,33.0,31.0,0.0,3504.0,44
1745263100,1.48,0.72,0.0666666666666666,1.362,0,154.56,0,0.0,0.0,684,112,0.0,628.20001,0,0.0,0,0,0,0.0,45,54,0.0,111,16868,walking,56,154.56,628.2,1.362,0.5,153,422644379,-984255475,88,41.21271514892578,,,,719.0,34,2025-04-21 19:18:20,0.0,54.5,7.21,1,100.0,20,153,1299,60,153,6652.0,5.0,56.0,684.0,0.0,33.0,31.0,0.0,3504.0,45
1745263101,1.48,0.72,0.0666666666666666,1.325,0,155.96001,0,0.0,0.0,686,112,0.0,628.59998,0,0.0,0,0,0,0.0,46,54,0.0,111,16968,walking,56,155.96,628.5999999999999,1.325,0.5,153,422644273,-984255596,91,41.12139129638672,,,,717.0,34,2025-04-21 19:18:21,0.0,54.5,7.31,1,100.0,20,153,1263,60,153,0.0,5.0,56.0,686.0,0.0,33.0,31.0,0.0,3504.0,46
1745263102,1.4933333333333334,0.72,0.0666666666666666,1.269,0,157.39,0,0.0,0.0,686,112,0.0,628.79999,0,0.0,0,0,0,0.0,47,54,0.0,112,17068,walking,56,157.39,628.8,1.269,0.5,154,422644175,-984255703,92,41.26787185668945,,,,713.0,34,2025-04-21 19:18:22,0.0,53.5,7.31,1,100.0,20,153,1210,60,154,0.0,5.0,56.0,686.0,0.0,33.0,31.0,0.0,3504.0,47
1745263103,1.5066666666666666,0.72,0.0533333333333333,1.269,0,158.78,0,0.0,0.0,682,114,0.0,629.20001,0,0.0,0,0,0,0.0,48,54,0.0,113,17170,walking,56,158.78,629.2,1.269,0.5,154,422644085,-984255841,93,41.33634567260742,,,,708.0,34,2025-04-21 19:18:23,0.0,52.5,7.21,1,,20,153,1210,60,154,6290.0,4.0,57.0,682.0,0.0,33.0,31.0,0.0,3504.0,48
1745263104,1.5066666666666666,0.72,0.04,1.278,0,160.39999,0,0.0,0.0,680,114,0.0,629.20001,0,0.0,0,0,0,0.0,49,54,0.0,113,17280,walking,56,160.4,629.2,1.278,0.5,154,422643987,-984256006,94,41.175193786621094,,,,699.0,34,2025-04-21 19:18:24,0.0,52.5,7.21,1,100.0,20,154,1219,60,154,0.0,3.0,57.0,680.0,0.0,33.0,31.0,0.0,3504.0,49
1745263105,1.52,0.72,0.04,1.297,0,162.16,0,0.0,0.0,682,114,0.0,629.20001,0,0.0,0,0,0,0.0,50,54,0.0,114,17395,walking,57,162.16,629.2,1.297,0.0,154,422643873,-984256173,94,40.93165969848633,,,,702.0,34,2025-04-21 19:18:25,0.0,52.5,7.5,1,100.0,20,155,1237,60,154,0.0,3.0,57.0,682.0,0.0,33.0,31.0,0.0,3477.0,50
1745263106,1.5333333333333334,0.72,0.04,1.306,0,163.77,0,0.0,0.0,682,114,0.0,629.20001,0,0.0,0,0,0,0.0,51,54,0.0,115,17518,walking,57,163.77,629.2,1.306,0.0,154,422643749,-984256321,100,37.980106353759766,,,,706.0,34,2025-04-21 19:18:26,0.0,54.5,7.5,1,100.0,20,154,1246,60,154,0.0,3.0,57.0,682.0,0.0,33.0,31.0,0.0,3477.0,51
1745263107,1.5333333333333334,0.72,0.04,1.344,0,165.60001,0,0.0,0.0,682,114,0.0,629.20001,0,0.0,0,0,0,0.0,52,54,0.0,115,17654,walking,57,165.6,629.2,1.344,0.0,155,422643625,-984256524,107,35.54927444458008,,,,725.0,34,2025-04-21 19:18:27,0.0,59.5,7.5,1,,20,154,1281,60,155,0.0,3.0,57.0,682.0,0.0,33.0,31.0,0.0,3477.0,52
1745263108,1.56,0.72,0.0266666666666666,1.381,0,167.36,0,0.0,0.0,678,114,0.0,629.20001,0,0.0,0,0,0,0.0,53,54,0.0,117,17794,walking,57,167.36,629.2,1.381,0.0,155,422643504,-984256707,115,33.556541442871094,,,,752.0,34,2025-04-21 19:18:28,0.0,58.5,7.4,1,100.0,20,155,1317,60,155,0.0,2.0,57.0,678.0,0.0,33.0,31.0,0.0,3477.0,53
1745263109,1.56,0.72,0.0133333333333333,1.409,0,169.09,0,0.0,0.0,676,114,0.0,629.20001,0,0.0,0,0,0,0.0,54,54,0.0,117,17942,walking,57,169.09,629.2,1.409,0.0,155,422643369,-984256869,115,33.61846160888672,,,,830.0,34,2025-04-21 19:18:29,0.0,56.5,7.12,1,100.0,20,155,1343,60,155,0.0,1.0,57.0,676.0,0.0,33.0,31.0,0.0,3477.0,54
1745263110,1.5733333333333333,0.72,0.0133333333333333,1.446,0,170.44,0,0.0,0.0,676,114,0.0,629.20001,0,0.0,0,0,0,0.0,55,54,0.0,118,18093,walking,57,170.44,629.2,1.446,0.0,155,422643282,-984257020,115,33.595001220703125,,,,856.0,34,2025-04-21 19:18:30,0.0,56.5,6.9,1,100.0,20,155,1379,60,155,0.0,1.0,57.0,676.0,0.0,33.0,31.0,0.0,3460.0,55
1745263111,1.586666666666667,0.72,0.0133333333333333,1.474,0,171.84,0,0.0,0.0,676,114,0.0,629.0,0,0.0,0,0,0,0.0,56,54,0.0,119,18242,walking,56,171.84,629.0,1.474,0.5,155,422643180,-984257154,109,35.40793991088867,,,,866.0,34,2025-04-21 19:18:31,0.0,55.5,6.71,1,100.0,20,155,1397,60,155,5900.0,1.0,57.0,676.0,0.0,33.0,31.0,0.0,3460.0,56
